Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,N,N,N,N,Y,N,N,FeatureTermRFIDTags,Feature_Pivoted_Source,Term_RFID_Tags,Number of occurrences of the term RFID Tags on the organization's website,INT,RFID Tags ,WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermWLAN,Feature_Pivoted_Source,Term_WLAN,"Number of occurrences of the terms 802.11, 802.11AC on the organization's website",INT,"802.11,802.11AC ",WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPublicRadio,Feature_Pivoted_Source,Term_Public_Radio,"Number of occurrences of the terms Public Radio, P25 on the organization's website",INT,"Public Radio,P25 ",WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermHighSpeedWirelessCommunications,Feature_Pivoted_Source,Term_High_Speed_Wireless_Communications,"Number of occurrences of the terms 802.11AD, UWB, TransferJet on the organization's website",INT,"802.11AD,UWB,TransferJet ",WEBSITE_KEYWORDS,Wireless/RF,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermWirelessDevicePowerConsumption,Feature_Pivoted_Source,Term_Wireless_Device_Power_Consumption,Number of occurrences of the term Wireless Device Power Consumption on the organization's website,INT,Wireless Device Power Consumption ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUSBPowerDelivery,Feature_Pivoted_Source,Term_USB_Power_Delivery,"Number of occurrences of the terms USB Power Delivery, USB PD, USB Type C on the organization's website",INT,"USB Power Delivery,USB PD,USB Type C ",WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSwitchModePowerSupply,Feature_Pivoted_Source,Term_Switch_Mode_Power_Supply,Number of occurrences of the term Switch Mode Power Supply on the organization's website,INT,Switch Mode Power Supply ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermMotorsDrives,Feature_Pivoted_Source,Term_Motors_Drives,Number of occurrences of the term Motors & Drives on the organization's website,INT,Motors & Drives ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermInvertersConverters,Feature_Pivoted_Source,Term_Inverters_Converters,Number of occurrences of the term Inverters & Converters on the organization's website,INT,Inverters & Converters ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSolarCells,Feature_Pivoted_Source,Term_Solar_Cells,Number of occurrences of the term Solar Cells on the organization's website,INT,Solar Cells ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermLEDLighting,Feature_Pivoted_Source,Term_LED_Lighting,"Number of occurrences of the terms LED, Lighting on the organization's website",INT,"LED,Lighting ",WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermWirelessCharging,Feature_Pivoted_Source,Term_Wireless_Charging,Number of occurrences of the term Wireless Charging on the organization's website,INT,Wireless Charging ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermBatterySystem,Feature_Pivoted_Source,Term_Battery_System,Number of occurrences of the term Battery System on the organization's website,INT,Battery System ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermCompliancePreComplianceTesting,Feature_Pivoted_Source,Term_Compliance_PreCompliance_Testing,"Number of occurrences of the terms Compliance & Pre-Compliance Testing, EnergyStar, IEC on the organization's website",INT,"Compliance & Pre-Compliance Testing,EnergyStar,IEC ",WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSemiconductor,Feature_Pivoted_Source,Term_Semiconductor,Number of occurrences of the term Semiconductor on the organization's website,INT,Semiconductor ,WEBSITE_KEYWORDS,Low Power,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermHighEnergyPhysics,Feature_Pivoted_Source,Term_High_Energy_Physics,Number of occurrences of the term High Energy Physics on the organization's website,INT,High Energy Physics ,WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermDeviceCharacterization,Feature_Pivoted_Source,Term_Device_Characterization,Number of occurrences of the term Device Characterization on the organization's website,INT,Device Characterization ,WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermProcessMonitoringAutomatedParametricTest,Feature_Pivoted_Source,Term_Process_Monitoring_Automated_Parametric_Test,"Number of occurrences of the terms Process Monitoring, Automated Parametric Test, APT on the organization's website",INT,"Process Monitoring,Automated Parametric Test,APT ",WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermWaferAcceptanceKnownGoodDie,Feature_Pivoted_Source,Term_Wafer_Acceptance_Known_Good_Die,"Number of occurrences of the terms Wafer Acceptance, Known Good Die, WAT, KGD on the organization's website",INT,"Wafer Acceptance,Known Good Die,WAT,KGD ",WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPackagedPartFunctionalTest,Feature_Pivoted_Source,Term_Packaged_Part_Functional_Test,Number of occurrences of the term Packaged Part Functional Test on the organization's website,INT,Packaged Part Functional Test ,WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermReliabilityTest,Feature_Pivoted_Source,Term_Reliability_Test,Number of occurrences of the term Reliability Test on the organization's website,INT,Reliability Test ,WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermAddToShoppingBasket,Feature_Pivoted_Source,Term_Add_To_Shopping_Basket,Number of occurrences of the term Add to Shopping Basket on the organization's website,INT,Add to Shopping Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermCancelPayment,Feature_Pivoted_Source,Term_Cancel_Payment,Number of occurrences of the term Cancel Payment on the organization's website,INT,Cancel Payment,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermCheckoutSecurelyWith,Feature_Pivoted_Source,Term_Checkout_Securely_With,Number of occurrences of the term Checkout Securely With on the organization's website,INT,Checkout Securely With,WEBSITE_KEYWORDS,Checkout,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermClearance,Feature_Pivoted_Source,Term_Clearance,Number of occurrences of the term Clearance on the organization's website,INT,Clearance,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermConfirmPayment,Feature_Pivoted_Source,Term_Confirm_Payment,Number of occurrences of the term Confirm Payment on the organization's website,INT,Confirm Payment,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermDeliveryCharge,Feature_Pivoted_Source,Term_Delivery_Charge,"Number of occurrences of the term Delivery Charge, Adresse de livraison, Livraison on the organization's website",INT,Delivery Charge,WEBSITE_KEYWORDS,Shipping,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermDiscountCode,Feature_Pivoted_Source,Term_Discount_Code,Number of occurrences of the term Discount Code on the organization's website,INT,Discount Code,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEmptyBasket,Feature_Pivoted_Source,Term_Empty_Basket,Number of occurrences of the term Empty Basket on the organization's website,INT,Empty Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEmptyCart,Feature_Pivoted_Source,Term_Empty_Cart,Number of occurrences of the term Empty Cart on the organization's website,INT,Empty Cart,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEmptyShoppingBasket,Feature_Pivoted_Source,Term_Empty_Shopping_Basket,Number of occurrences of the term Empty Shopping Basket on the organization's website,INT,Empty Shopping Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermEmptyShoppingCart,Feature_Pivoted_Source,Term_Empty_Shopping_Cart,Number of occurrences of the term Empty Shopping Cart on the organization's website,INT,Empty Shopping Cart,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermExpressDelivery,Feature_Pivoted_Source,Term_Express_Delivery,Number of occurrences of the term Express Delivery on the organization's website,INT,Express Delivery,WEBSITE_KEYWORDS,Shipping,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermFlashSale,Feature_Pivoted_Source,Term_Flash_Sale,Number of occurrences of the term Flash Sale on the organization's website,INT,Flash Sale,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermGiftToken,Feature_Pivoted_Source,Term_Gift_Token,Number of occurrences of the term Gift Token on the organization's website,INT,Gift Token,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermGiftVouchers,Feature_Pivoted_Source,Term_Gift_Vouchers,Number of occurrences of the term Gift Vouchers on the organization's website,INT,Gift Vouchers,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermMakeOrder,Feature_Pivoted_Source,Term_Make_Order,Number of occurrences of the term Make Order on the organization's website,INT,Make Order,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermMakePayment,Feature_Pivoted_Source,Term_Make_Payment,Number of occurrences of the term Make Payment on the organization's website,INT,Make Payment,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermOnlineStore,Feature_Pivoted_Source,Term_Online_Store,Number of occurrences of the term Online Store on the organization's website,INT,Online Store,WEBSITE_KEYWORDS,Store,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPlaceOrder,Feature_Pivoted_Source,Term_Place_Order,Number of occurrences of the term Place Order on the organization's website,INT,Place Order,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermProceedWithOrder,Feature_Pivoted_Source,Term_Proceed_With_Order,Number of occurrences of the term Proceed With Order on the organization's website,INT,Proceed With Order,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermPurchase,Feature_Pivoted_Source,Term_Purchase,"Number of occurrences of the term Purchase, Compra on the organization's website",INT,Purchase,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermQuickBuy,Feature_Pivoted_Source,Term_Quick_Buy,Number of occurrences of the term Quick Buy on the organization's website,INT,Quick Buy,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermRedeemCoupon,Feature_Pivoted_Source,Term_Redeem_Coupon,Number of occurrences of the term Redeem Coupon on the organization's website,INT,Redeem Coupon,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSecureCheckout,Feature_Pivoted_Source,Term_Secure_Checkout,Number of occurrences of the term Secure Checkout on the organization's website,INT,Secure Checkout,WEBSITE_KEYWORDS,Checkout,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSecurePayment,Feature_Pivoted_Source,Term_Secure_Payment,Number of occurrences of the term Secure Payment on the organization's website,INT,Secure Payment,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSelectPaymentOption,Feature_Pivoted_Source,Term_Select_Payment_Option,Number of occurrences of the term Select Payment Option on the organization's website,INT,Select Payment Option,WEBSITE_KEYWORDS,Payment,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermShoppingBasket,Feature_Pivoted_Source,Term_Shopping_Basket,Number of occurrences of the term Shopping Basket on the organization's website,INT,Shopping Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermSpecialOffer,Feature_Pivoted_Source,Term_Special_Offer,Number of occurrences of the term Special Offer on the organization's website,INT,Special Offer,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUpdateBasket,Feature_Pivoted_Source,Term_Update_Basket,Number of occurrences of the term Update Basket on the organization's website,INT,Update Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUpdateCart,Feature_Pivoted_Source,Term_Update_Cart,Number of occurrences of the term Update Cart on the organization's website,INT,Update Cart,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUpdateShoppingBasket,Feature_Pivoted_Source,Term_Update_Shopping_Basket,Number of occurrences of the term Update Shopping Basket on the organization's website,INT,Update Shopping Basket,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermUpdateShoppingCart,Feature_Pivoted_Source,Term_Update_Shopping_Cart,Number of occurrences of the term Update Shopping Cart on the organization's website,INT,Update Shopping Cart ,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermVoucherCode,Feature_Pivoted_Source,Term_Voucher_Code,Number of occurrences of the term Voucher Code on the organization's website,INT,Voucher Code,WEBSITE_KEYWORDS,Prices,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermProceedToCheckout,Feature_Pivoted_Source,Term_Proceed_To_Checkout,Number of occurrences of the term Proceed To Checkout on the organization's website,INT,Proceed To Checkout,WEBSITE_KEYWORDS,Checkout,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermAddArticle,Feature_Pivoted_Source,Term_Add_Article,Number of occurrences of the term Añadir artículo on the organization's website,INT,Add Article,WEBSITE_KEYWORDS,Shopping Cart,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
